# stan_version_major = 2
# stan_version_minor = 32
# stan_version_patch = 2
# model = kidscore_momiq_model
# start_datetime = 2023-07-13 18:29:58 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = kidiq_multi_preds.json
# init = 2 (Default)
# random
#   seed = 1471015861 (Default)
# output
#   file = output.csv (Default)
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.32.2
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,beta.1,beta.2,sigma
-1880.75,0.754044,0.10342,3,11,0,1882.18,18.0726,0.672607,18.1635
-1879.72,0.999921,0.10342,3,15,0,1881.07,20.0164,0.675046,18.2159
-1879.53,0.956504,0.10342,5,35,0,1880.31,27.6217,0.582089,18.0543
-1880.23,0.999996,0.10342,5,31,0,1880.88,35.8256,0.513682,18.18
-1881.13,0.99314,0.10342,3,15,0,1881.18,38.2613,0.491239,18.0508
-1882.16,0.920307,0.10342,5,31,0,1883,38.2933,0.4941,17.5054
-1879.9,0.949805,0.10342,5,63,0,1882.8,24.851,0.609167,18.8337
-1880.13,0.943219,0.10342,5,31,0,1881.48,17.3958,0.699502,18.2178
-1881.83,0.965734,0.10342,4,31,0,1885.47,25.6385,0.61169,16.7757
-1880.34,0.825516,0.10342,5,63,0,1885.26,28.4653,0.58292,19.3239
-1881.43,0.955879,0.10342,5,31,0,1882.36,34.4752,0.519659,17.2697
-1879.97,0.988815,0.10342,5,31,0,1882.68,16.9824,0.692516,18.3474
-1879.94,0.998091,0.10342,6,63,0,1882.04,29.3918,0.568991,19.0163
-1878.88,0.997566,0.10342,5,35,0,1882.07,27.1991,0.59463,17.9658
-1879.21,0.976877,0.10342,3,11,0,1879.32,27.1923,0.590948,17.8034
-1879.38,0.96912,0.10342,3,11,0,1879.79,28.0652,0.593014,17.6975
-1879.52,0.990922,0.10342,3,11,0,1879.71,28.0967,0.581642,17.6427
-1879.36,0.990181,0.10342,6,63,0,1880.79,22.9865,0.630368,18.5699
-1880.2,0.728844,0.10342,2,7,0,1881.93,24.3189,0.638385,18.5622
-1878.96,0.985316,0.10342,2,7,0,1880.58,24.357,0.626479,18.5346
-1880.48,0.991391,0.10342,5,31,0,1880.81,30.296,0.563574,19.3005
-1881.67,0.992234,0.10342,4,15,0,1881.98,28.5502,0.58561,19.7629
-1885.21,0.560984,0.10342,2,3,0,1885.92,30.2107,0.590997,19.7999
-1884.65,0.986338,0.10342,5,33,0,1888.55,17.8592,0.666096,17.2158
-1882.05,1,0.10342,2,3,0,1884.3,19.9974,0.679072,17.1527
-1880.67,0.999811,0.10342,3,11,0,1882.2,21.6947,0.659357,17.3572
-1881.82,0.998266,0.10342,5,31,0,1882.84,14.3075,0.714904,17.5423
-1880.99,0.816672,0.10342,5,31,0,1884.48,26.5681,0.585686,17.7758
-1881.14,0.983631,0.10342,4,31,0,1882.18,26.9338,0.615718,17.6941
-1880.82,0.758826,0.10342,4,23,0,1885.87,27.0503,0.580951,17.9335
-1880.77,0.924264,0.10342,4,31,0,1883.58,33.894,0.523406,17.545
-1880.01,0.999984,0.10342,4,15,0,1881.02,32.78,0.544736,17.6408
-1878.99,0.656322,0.10342,4,31,0,1884.29,24.4069,0.622522,17.8219
-1880.65,0.783698,0.10342,2,7,0,1881.34,25.1606,0.631077,17.7133
-1880.67,0.996258,0.10342,5,63,0,1881.73,19.1153,0.689109,18.1908
-1879.2,0.998644,0.10342,5,55,0,1881.26,25.0349,0.618853,17.6528
-1879.88,0.906755,0.10342,3,11,0,1880.17,25.2404,0.625054,17.6257
-1879.92,0.981436,0.10342,5,31,0,1880.68,22.1206,0.635346,18.6557
-1879.45,0.998242,0.10342,4,31,0,1881.93,23.0218,0.642415,17.6816
-1879.27,0.988881,0.10342,3,11,0,1879.74,23.8842,0.635364,17.8736
-1879.75,0.954536,0.10342,2,7,0,1879.89,22.584,0.631457,17.8727
-1879.56,0.996164,0.10342,5,63,0,1880.25,27.6768,0.582295,17.8736
-1879.63,0.999331,0.10342,6,63,0,1880.17,29.8366,0.561007,18.0657
-1878.99,0.96197,0.10342,5,47,0,1881.35,24.0164,0.623884,17.9345
-1879.88,0.840562,0.10342,3,15,0,1882.31,22.9572,0.627871,17.7304
-1879.53,0.964628,0.10342,4,23,0,1880.73,25.2808,0.605062,17.952
-1879.41,0.875216,0.10342,4,31,0,1881.28,28.4752,0.5913,17.8623
-1879.27,0.998169,0.10342,3,15,0,1879.88,27.1893,0.588395,18.0104
-1880.09,0.980823,0.10342,4,19,0,1881.22,27.2209,0.587752,17.4525
-1880.2,0.997431,0.10342,6,63,0,1880.98,23.0262,0.636642,17.245
-1879.33,0.879524,0.10342,5,31,0,1881.46,30.5703,0.569253,18.1625
-1880.67,0.997208,0.10342,5,31,0,1881.29,30.1947,0.563729,17.1768
-1881.55,0.761542,0.10342,5,31,0,1884.4,36.5497,0.501254,17.4117
-1881.82,0.970874,0.10342,2,7,0,1882.38,37.094,0.50202,17.3638
-1881.66,0.992846,0.10342,4,15,0,1882.14,36.0433,0.510454,17.2788
-1881.24,0.677665,0.10342,5,31,0,1886.9,29.8864,0.554879,17.5593
-1878.95,0.999854,0.10342,5,35,0,1881.39,23.6209,0.628341,17.9816
-1879.17,0.969678,0.10342,5,63,0,1879.43,23.1385,0.641548,18.5026
-1880.16,0.936336,0.10342,5,35,0,1881.48,33.7597,0.540043,18.0155
-1879.65,0.999839,0.10342,2,7,0,1880.16,32.962,0.535697,18.0684
-1881.14,0.746709,0.10342,2,3,0,1881.33,34.2094,0.541782,18.1058
-1881.82,0.994092,0.10342,3,15,0,1882.63,35.2458,0.53142,17.6993
-1880.29,0.904157,0.10342,2,3,0,1882.25,34.1635,0.524399,17.6897
-1880.91,0.968595,0.10342,6,63,0,1882.11,36.7514,0.50306,18.8711
-1881.37,0.98465,0.10342,5,31,0,1882.87,36.701,0.502389,17.4741
-1881.27,0.804092,0.10342,2,3,0,1882.7,36.3325,0.5043,17.4821
-1880.17,0.990332,0.10342,4,15,0,1881.44,35.1085,0.519948,17.9078
-1879.9,0.953389,0.10342,5,63,0,1880.68,18.2036,0.680112,18.6362
-1880.53,0.987028,0.10342,4,15,0,1880.7,18.2751,0.690178,18.9885
-1879.6,0.993392,0.10342,4,27,0,1888.32,30.5665,0.569577,18.6786
-1881.33,0.902968,0.10342,3,15,0,1882.82,30.5674,0.548834,19.1093
-1879.83,1,0.10342,5,35,0,1881.65,22.7007,0.630189,17.8087
-1880.84,0.956027,0.10342,6,63,0,1881.73,32.7546,0.527934,18.0492
-1879.07,0.983669,0.10342,4,31,0,1882.48,29.4146,0.575172,17.9056
-1878.89,0.698829,0.10342,3,15,0,1882.61,28.5344,0.581411,18.1576
-1878.92,0.990356,0.10342,5,31,0,1879.03,27.0955,0.60102,18.3927
-1879.37,0.986736,0.10342,4,27,0,1880.85,31.1136,0.563194,18.3613
-1879.23,0.987264,0.10342,3,15,0,1879.72,29.9347,0.563765,18.2628
-1879.68,0.999397,0.10342,5,31,0,1880.03,31.0798,0.560978,18.8446
-1879.87,1,0.10342,4,15,0,1879.89,31.9223,0.552478,18.8842
-1879.64,0.809021,0.10342,5,63,0,1881.95,29.0873,0.571912,17.6252
-1880.58,0.918588,0.10342,5,63,0,1881.89,21.9739,0.639187,17.3295
-1880.67,0.940096,0.10342,5,63,0,1883.24,20.5377,0.671602,17.4839
-1883.08,0.803204,0.10342,2,3,0,1883.37,21.06,0.677774,17.5222
-1880.43,0.939141,0.10342,6,63,0,1885.62,24.7696,0.626227,19.3
-1880.67,0.887453,0.10342,4,25,0,1884.15,31.3695,0.569064,17.8491
-1878.96,1,0.10342,5,35,0,1880.61,25.6718,0.610251,18.5952
-1879.47,0.994486,0.10342,5,63,0,1880.08,21.1282,0.653557,17.7025
-1881.47,0.991423,0.10342,4,31,0,1883.99,28.4789,0.579771,19.6863
-1880.36,1,0.10342,5,31,0,1881.91,20.0117,0.667532,17.3389
-1880.14,0.988544,0.10342,4,15,0,1881.05,22.2943,0.647897,17.3282
-1879.15,0.995594,0.10342,5,31,0,1880.36,25.6535,0.613557,17.6932
-1878.89,0.991994,0.10342,4,31,0,1879.47,24.3822,0.619831,18.2072
-1880.86,0.943586,0.10342,4,31,0,1881.44,29.1881,0.583971,17.1742
-1879.25,0.995914,0.10342,5,31,0,1881.42,22.1367,0.643644,17.77
-1879.3,0.859204,0.10342,5,55,0,1880.77,27.4019,0.592585,17.6158
-1879.09,0.940295,0.10342,4,31,0,1880.28,27.4137,0.587866,18.371
-1879.77,0.976473,0.10342,5,31,0,1880.74,20.7445,0.652174,18.7196
-1879.67,0.95805,0.10342,5,31,0,1881.7,17.9744,0.688438,18.1546
-1878.87,0.992987,0.10342,4,31,0,1881.8,27.8973,0.590597,18.3801
-1881.32,0.931471,0.10342,5,39,0,1885.53,13.4471,0.725413,18.6914
-1879.11,0.999983,0.10342,5,31,0,1881.67,24.5212,0.627675,18.5492
-1878.8,0.998391,0.10342,5,37,0,1879.72,25.5193,0.611143,18.3366
-1879.55,0.947312,0.10342,4,21,0,1880.16,21.6898,0.659088,18.3417
-1879.45,0.996395,0.10342,3,15,0,1880.26,21.8143,0.640644,18.1904
-1879.42,0.902571,0.10342,2,3,0,1880.65,22.1991,0.636796,18.1581
-1878.93,0.962073,0.10342,4,31,0,1880.68,25.6395,0.616212,18.3455
-1879.11,0.999714,0.10342,5,31,0,1879.15,27.4049,0.598697,18.588
-1881.17,0.743683,0.10342,3,11,0,1881.9,27.703,0.572995,18.6075
-1881.85,0.971153,0.10342,3,15,0,1882.65,30.7851,0.540939,18.3318
-1888.47,0.747862,0.10342,4,23,0,1891.52,39.055,0.447121,18.4798
-1884.1,0.982592,0.10342,4,23,0,1891.81,22.3555,0.619587,19.4359
-1883.8,0.914779,0.10342,5,55,0,1886.96,33.012,0.514128,18.1884
-1879.92,0.987975,0.10342,4,23,0,1885.3,22.5942,0.648271,18.9761
-1879.73,0.857072,0.10342,5,31,0,1881.56,24.3083,0.631359,18.933
-1880.82,0.978501,0.10342,5,31,0,1881.68,15.3272,0.719595,17.948
-1881.9,0.997005,0.10342,4,15,0,1882.35,14.2521,0.729584,17.4792
-1882.19,0.999784,0.10342,2,7,0,1882.64,13.2572,0.731043,17.3917
-1881.46,0.817984,0.10342,5,31,0,1884.93,17.8563,0.680121,17.2614
-1883.11,0.989937,0.10342,4,15,0,1883.7,14.4891,0.726126,17.0318
-1881.44,0.836585,0.10342,4,15,0,1884.56,20.4896,0.675637,17.4227
-1884,0.995068,0.10342,5,39,0,1885.28,38.5222,0.481074,19.8782
-1884.24,0.897405,0.10342,5,63,0,1887.93,33.5466,0.545443,16.6956
-1880.63,0.964614,0.10342,5,31,0,1885.15,33.8549,0.520168,17.9561
-1879,0.615304,0.10342,4,19,0,1885.42,26.6824,0.599538,18.6167
-1880.14,0.913784,0.10342,4,23,0,1881.24,19.4045,0.66201,18.0508
-1880.23,1,0.10342,5,31,0,1880.71,22.1721,0.657429,18.7643
-1879.4,0.945086,0.10342,3,11,0,1881.11,22.6655,0.646063,18.7121
-1882.86,0.972701,0.10342,4,31,0,1884.06,23.3691,0.632225,16.5926
-1881.35,0.999637,0.10342,4,15,0,1883.14,25.5422,0.612954,16.8841
-1879.39,0.879306,0.10342,5,31,0,1882.87,20.9695,0.660581,18.6434
-1879.28,0.999984,0.10342,5,31,0,1880.02,20.5968,0.66422,18.0058
-1881.46,0.709307,0.10342,3,11,0,1884.22,20.6164,0.677848,17.7932
-1880.23,1,0.10342,5,31,0,1882.12,17.717,0.687979,18.8953
-1881.44,0.84139,0.10342,2,3,0,1881.79,16.8414,0.684646,18.885
-1880.69,0.997783,0.10342,5,63,0,1882.7,24.7311,0.624184,17.0897
-1879.4,0.99954,0.10342,4,31,0,1883.2,21.4171,0.655624,18.7174
-1879.09,0.982752,0.10342,4,27,0,1881.67,30.5016,0.564683,18.3107
-1880.33,0.975913,0.10342,5,31,0,1880.53,32.1065,0.545601,19.1186
-1880.96,0.99915,0.10342,5,39,0,1881.89,14.9846,0.716173,17.6562
-1880,0.994701,0.10342,3,15,0,1881.2,17.1052,0.695324,17.9056
-1878.77,0.972919,0.10342,5,47,0,1882.33,26.385,0.60532,18.214
-1879,0.993062,0.10342,4,21,0,1879.13,29.7895,0.572427,18.2671
-1878.89,0.704897,0.10342,4,23,0,1882.11,27.1364,0.59707,17.9231
-1879.53,0.980932,0.10342,5,31,0,1879.93,22.3742,0.640441,17.5863
-1879.53,0.985292,0.10342,6,63,0,1880.58,26.9883,0.604231,18.8608
-1879.79,0.997439,0.10342,6,63,0,1880.97,22.0566,0.644243,17.4619
-1879.51,0.712485,0.10342,4,31,0,1883.45,19.2233,0.670971,18.0162
-1880.8,0.62895,0.10342,2,3,0,1881.93,20.2935,0.678773,17.9814
-1879.63,0.900676,0.10342,1,3,0,1881.76,19.3488,0.667958,17.9609
-1879.37,0.999962,0.10342,2,7,0,1879.64,20.0444,0.668599,17.9476
-1879.55,0.917345,0.10342,5,43,0,1880.99,29.4373,0.583483,18.0481
-1879.66,0.999863,0.10342,5,35,0,1879.8,21.4189,0.662503,18.3068
-1878.99,0.998495,0.10342,4,23,0,1880.21,27.2323,0.601106,18.3459
-1878.98,0.983647,0.10342,4,23,0,1879.4,26.9852,0.593922,17.9777
-1878.86,0.980031,0.10342,5,35,0,1879.22,27.9256,0.586901,18.2125
-1879,0.97349,0.10342,4,27,0,1879.31,25.2237,0.62149,18.2984
-1879.19,0.943083,0.10342,3,11,0,1879.8,24.7851,0.613144,18.5154
-1879.24,0.937848,0.10342,4,23,0,1880.24,25.7015,0.602436,18.1789
